id	col1	col2	random
3664	row3664_col1	row3664_col2	3215
3665	row3665_col1	row3665_col2	2737
3666	row3666_col1	row3666_col2	5790
3667	row3667_col1	row3667_col2	7940
3668	row3668_col1	row3668_col2	1963
3669	row3669_col1	row3669_col2	2101
3670	row3670_col1	row3670_col2	2057
3671	row3671_col1	row3671_col2	1814
3672	row3672_col1	row3672_col2	2223
3673	row3673_col1	row3673_col2	6159
3674	row3674_col1	row3674_col2	6233
3675	row3675_col1	row3675_col2	836
3676	row3676_col1	row3676_col2	4226
3677	row3677_col1	row3677_col2	3994
3678	row3678_col1	row3678_col2	7595
3679	row3679_col1	row3679_col2	5969
3680	row3680_col1	row3680_col2	9615
3681	row3681_col1	row3681_col2	4286
3682	row3682_col1	row3682_col2	8879
3683	row3683_col1	row3683_col2	366
3684	row3684_col1	row3684_col2	6507
3685	row3685_col1	row3685_col2	6720
3686	row3686_col1	row3686_col2	5776
3687	row3687_col1	row3687_col2	3968
3688	row3688_col1	row3688_col2	7976
3689	row3689_col1	row3689_col2	802
3690	row3690_col1	row3690_col2	9246
3691	row3691_col1	row3691_col2	503
3692	row3692_col1	row3692_col2	6602
3693	row3693_col1	row3693_col2	375
3694	row3694_col1	row3694_col2	7432
3695	row3695_col1	row3695_col2	3120
3696	row3696_col1	row3696_col2	2215
3697	row3697_col1	row3697_col2	1038
3698	row3698_col1	row3698_col2	9891
3699	row3699_col1	row3699_col2	3144
3700	row3700_col1	row3700_col2	6190
3701	row3701_col1	row3701_col2	7256
3702	row3702_col1	row3702_col2	9939
3703	row3703_col1	row3703_col2	7640
3704	row3704_col1	row3704_col2	9960
3705	row3705_col1	row3705_col2	9905
3706	row3706_col1	row3706_col2	4436
3707	row3707_col1	row3707_col2	111
3708	row3708_col1	row3708_col2	428
3709	row3709_col1	row3709_col2	1861
3710	row3710_col1	row3710_col2	873
3711	row3711_col1	row3711_col2	3412
3712	row3712_col1	row3712_col2	8590
3713	row3713_col1	row3713_col2	156
3714	row3714_col1	row3714_col2	5569
3715	row3715_col1	row3715_col2	3131
3716	row3716_col1	row3716_col2	880
3717	row3717_col1	row3717_col2	3831
3718	row3718_col1	row3718_col2	4429
3719	row3719_col1	row3719_col2	3607
3720	row3720_col1	row3720_col2	6288
3721	row3721_col1	row3721_col2	8601
3722	row3722_col1	row3722_col2	622
3723	row3723_col1	row3723_col2	8826
3724	row3724_col1	row3724_col2	125
3725	row3725_col1	row3725_col2	8301
3726	row3726_col1	row3726_col2	72
3727	row3727_col1	row3727_col2	4816
3728	row3728_col1	row3728_col2	8664
3729	row3729_col1	row3729_col2	4127
3730	row3730_col1	row3730_col2	8217
3731	row3731_col1	row3731_col2	7585
3732	row3732_col1	row3732_col2	9556
3733	row3733_col1	row3733_col2	4566
3734	row3734_col1	row3734_col2	8774
3735	row3735_col1	row3735_col2	4129
3736	row3736_col1	row3736_col2	5000
3737	row3737_col1	row3737_col2	5224
3738	row3738_col1	row3738_col2	7968
3739	row3739_col1	row3739_col2	9743
3740	row3740_col1	row3740_col2	4572
3741	row3741_col1	row3741_col2	9245
3742	row3742_col1	row3742_col2	5900
3743	row3743_col1	row3743_col2	7121
3744	row3744_col1	row3744_col2	9431
3745	row3745_col1	row3745_col2	1616
3746	row3746_col1	row3746_col2	9839
3747	row3747_col1	row3747_col2	3822
3748	row3748_col1	row3748_col2	9271
3749	row3749_col1	row3749_col2	6290
3750	row3750_col1	row3750_col2	557
3751	row3751_col1	row3751_col2	7338
3752	row3752_col1	row3752_col2	2789
3753	row3753_col1	row3753_col2	9579
3754	row3754_col1	row3754_col2	6479
3755	row3755_col1	row3755_col2	9915
3756	row3756_col1	row3756_col2	4019
3757	row3757_col1	row3757_col2	9361
3758	row3758_col1	row3758_col2	1488
3759	row3759_col1	row3759_col2	6231
3760	row3760_col1	row3760_col2	7706
3761	row3761_col1	row3761_col2	4961
3762	row3762_col1	row3762_col2	3905
3763	row3763_col1	row3763_col2	356
3764	row3764_col1	row3764_col2	8331
3765	row3765_col1	row3765_col2	9496
3766	row3766_col1	row3766_col2	6314
3767	row3767_col1	row3767_col2	3234
3768	row3768_col1	row3768_col2	2807
3769	row3769_col1	row3769_col2	4989
3770	row3770_col1	row3770_col2	1675
3771	row3771_col1	row3771_col2	4274
3772	row3772_col1	row3772_col2	2922
3773	row3773_col1	row3773_col2	723
3774	row3774_col1	row3774_col2	8305
3775	row3775_col1	row3775_col2	3346
3776	row3776_col1	row3776_col2	3513
3777	row3777_col1	row3777_col2	1459
3778	row3778_col1	row3778_col2	4739
3779	row3779_col1	row3779_col2	3393
3780	row3780_col1	row3780_col2	1745
3781	row3781_col1	row3781_col2	1838
3782	row3782_col1	row3782_col2	3113
3783	row3783_col1	row3783_col2	453
3784	row3784_col1	row3784_col2	3403
3785	row3785_col1	row3785_col2	7386
3786	row3786_col1	row3786_col2	7510
3787	row3787_col1	row3787_col2	7269
3788	row3788_col1	row3788_col2	8818
3789	row3789_col1	row3789_col2	8242
3790	row3790_col1	row3790_col2	102
3791	row3791_col1	row3791_col2	3527
3792	row3792_col1	row3792_col2	5884
3793	row3793_col1	row3793_col2	3010
3794	row3794_col1	row3794_col2	9626
3795	row3795_col1	row3795_col2	7290
3796	row3796_col1	row3796_col2	9093
3797	row3797_col1	row3797_col2	175
3798	row3798_col1	row3798_col2	3789
3799	row3799_col1	row3799_col2	5994
3800	row3800_col1	row3800_col2	6534
3801	row3801_col1	row3801_col2	923
3802	row3802_col1	row3802_col2	4041
3803	row3803_col1	row3803_col2	9563
3804	row3804_col1	row3804_col2	2244
3805	row3805_col1	row3805_col2	9723
3806	row3806_col1	row3806_col2	9488
3807	row3807_col1	row3807_col2	2251
3808	row3808_col1	row3808_col2	1121
3809	row3809_col1	row3809_col2	3218
3810	row3810_col1	row3810_col2	4032
3811	row3811_col1	row3811_col2	4824
3812	row3812_col1	row3812_col2	6906
3813	row3813_col1	row3813_col2	3302
3814	row3814_col1	row3814_col2	6656
3815	row3815_col1	row3815_col2	2221
3816	row3816_col1	row3816_col2	3684
3817	row3817_col1	row3817_col2	8940
3818	row3818_col1	row3818_col2	5414
3819	row3819_col1	row3819_col2	4810
3820	row3820_col1	row3820_col2	3191
3821	row3821_col1	row3821_col2	8834
3822	row3822_col1	row3822_col2	3396
3823	row3823_col1	row3823_col2	6876
3824	row3824_col1	row3824_col2	2133
3825	row3825_col1	row3825_col2	7989
3826	row3826_col1	row3826_col2	6122
3827	row3827_col1	row3827_col2	2230
3828	row3828_col1	row3828_col2	5738
3829	row3829_col1	row3829_col2	7015
3830	row3830_col1	row3830_col2	9482
3831	row3831_col1	row3831_col2	9535
3832	row3832_col1	row3832_col2	6531
3833	row3833_col1	row3833_col2	1024
3834	row3834_col1	row3834_col2	5234
3835	row3835_col1	row3835_col2	8092
3836	row3836_col1	row3836_col2	2160
3837	row3837_col1	row3837_col2	2915
3838	row3838_col1	row3838_col2	7606
3839	row3839_col1	row3839_col2	4551
3840	row3840_col1	row3840_col2	4451
3841	row3841_col1	row3841_col2	8054
3842	row3842_col1	row3842_col2	2823
3843	row3843_col1	row3843_col2	7983
3844	row3844_col1	row3844_col2	4626
3845	row3845_col1	row3845_col2	677
3846	row3846_col1	row3846_col2	9772
3847	row3847_col1	row3847_col2	8558
3848	row3848_col1	row3848_col2	5031
3849	row3849_col1	row3849_col2	4629
3850	row3850_col1	row3850_col2	4897
3851	row3851_col1	row3851_col2	7601
3852	row3852_col1	row3852_col2	9500
3853	row3853_col1	row3853_col2	9004
3854	row3854_col1	row3854_col2	4350
3855	row3855_col1	row3855_col2	2471
3856	row3856_col1	row3856_col2	7993
3857	row3857_col1	row3857_col2	8491
3858	row3858_col1	row3858_col2	1975
3859	row3859_col1	row3859_col2	5706
3860	row3860_col1	row3860_col2	1773
3861	row3861_col1	row3861_col2	7252
3862	row3862_col1	row3862_col2	414
3863	row3863_col1	row3863_col2	3756
3864	row3864_col1	row3864_col2	4374
3865	row3865_col1	row3865_col2	7626
3866	row3866_col1	row3866_col2	287
3867	row3867_col1	row3867_col2	3325
3868	row3868_col1	row3868_col2	9926
3869	row3869_col1	row3869_col2	6152
3870	row3870_col1	row3870_col2	6508
3871	row3871_col1	row3871_col2	4022
3872	row3872_col1	row3872_col2	9943
3873	row3873_col1	row3873_col2	5700
3874	row3874_col1	row3874_col2	7974
3875	row3875_col1	row3875_col2	8280
3876	row3876_col1	row3876_col2	8768
3877	row3877_col1	row3877_col2	8345
3878	row3878_col1	row3878_col2	5438
3879	row3879_col1	row3879_col2	2990
3880	row3880_col1	row3880_col2	9478
3881	row3881_col1	row3881_col2	5192
3882	row3882_col1	row3882_col2	7518
3883	row3883_col1	row3883_col2	5197
3884	row3884_col1	row3884_col2	5833
3885	row3885_col1	row3885_col2	9924
3886	row3886_col1	row3886_col2	912
3887	row3887_col1	row3887_col2	172
3888	row3888_col1	row3888_col2	4454
3889	row3889_col1	row3889_col2	9461
3890	row3890_col1	row3890_col2	6875
3891	row3891_col1	row3891_col2	6787
3892	row3892_col1	row3892_col2	190
3893	row3893_col1	row3893_col2	4016
3894	row3894_col1	row3894_col2	201
3895	row3895_col1	row3895_col2	4179
3896	row3896_col1	row3896_col2	9245
3897	row3897_col1	row3897_col2	1573
3898	row3898_col1	row3898_col2	4527
3899	row3899_col1	row3899_col2	9567
3900	row3900_col1	row3900_col2	312
3901	row3901_col1	row3901_col2	9780
3902	row3902_col1	row3902_col2	18
3903	row3903_col1	row3903_col2	9485
3904	row3904_col1	row3904_col2	3249
3905	row3905_col1	row3905_col2	540
3906	row3906_col1	row3906_col2	7414
3907	row3907_col1	row3907_col2	5981
3908	row3908_col1	row3908_col2	4982
3909	row3909_col1	row3909_col2	7809
3910	row3910_col1	row3910_col2	2142
3911	row3911_col1	row3911_col2	4106
3912	row3912_col1	row3912_col2	8220
3913	row3913_col1	row3913_col2	7488
3914	row3914_col1	row3914_col2	7858
3915	row3915_col1	row3915_col2	7812
3916	row3916_col1	row3916_col2	9333
3917	row3917_col1	row3917_col2	8720
3918	row3918_col1	row3918_col2	448
3919	row3919_col1	row3919_col2	4191
3920	row3920_col1	row3920_col2	7075
3921	row3921_col1	row3921_col2	844
3922	row3922_col1	row3922_col2	1750
3923	row3923_col1	row3923_col2	4472
3924	row3924_col1	row3924_col2	3038
3925	row3925_col1	row3925_col2	5260
3926	row3926_col1	row3926_col2	2148
3927	row3927_col1	row3927_col2	4506
3928	row3928_col1	row3928_col2	3435
3929	row3929_col1	row3929_col2	6511
3930	row3930_col1	row3930_col2	3468
3931	row3931_col1	row3931_col2	7739
3932	row3932_col1	row3932_col2	4992
3933	row3933_col1	row3933_col2	1648
3934	row3934_col1	row3934_col2	3366
3935	row3935_col1	row3935_col2	3318
3936	row3936_col1	row3936_col2	8424
3937	row3937_col1	row3937_col2	6244
3938	row3938_col1	row3938_col2	102
3939	row3939_col1	row3939_col2	8296
3940	row3940_col1	row3940_col2	6039
3941	row3941_col1	row3941_col2	7140
3942	row3942_col1	row3942_col2	132
3943	row3943_col1	row3943_col2	6615
3944	row3944_col1	row3944_col2	2688
3945	row3945_col1	row3945_col2	9783
3946	row3946_col1	row3946_col2	2347
3947	row3947_col1	row3947_col2	7675
3948	row3948_col1	row3948_col2	2076
3949	row3949_col1	row3949_col2	8512
3950	row3950_col1	row3950_col2	1975
3951	row3951_col1	row3951_col2	7574
3952	row3952_col1	row3952_col2	747
3953	row3953_col1	row3953_col2	5098
3954	row3954_col1	row3954_col2	9507
3955	row3955_col1	row3955_col2	6433
3956	row3956_col1	row3956_col2	8754
3957	row3957_col1	row3957_col2	579
3958	row3958_col1	row3958_col2	6246
3959	row3959_col1	row3959_col2	2815
3960	row3960_col1	row3960_col2	8900
3961	row3961_col1	row3961_col2	9414
3962	row3962_col1	row3962_col2	7344
3963	row3963_col1	row3963_col2	6203
3964	row3964_col1	row3964_col2	9650
3965	row3965_col1	row3965_col2	1947
3966	row3966_col1	row3966_col2	9966
3967	row3967_col1	row3967_col2	5125
3968	row3968_col1	row3968_col2	2380
3969	row3969_col1	row3969_col2	930
3970	row3970_col1	row3970_col2	7488
3971	row3971_col1	row3971_col2	91
3972	row3972_col1	row3972_col2	4762
3973	row3973_col1	row3973_col2	1026
3974	row3974_col1	row3974_col2	3437
3975	row3975_col1	row3975_col2	4715
3976	row3976_col1	row3976_col2	4282
3977	row3977_col1	row3977_col2	6290
3978	row3978_col1	row3978_col2	3167
3979	row3979_col1	row3979_col2	5872
3980	row3980_col1	row3980_col2	6629
3981	row3981_col1	row3981_col2	8300
3982	row3982_col1	row3982_col2	7073
3983	row3983_col1	row3983_col2	2400
3984	row3984_col1	row3984_col2	4216
3985	row3985_col1	row3985_col2	7354
3986	row3986_col1	row3986_col2	3833
3987	row3987_col1	row3987_col2	3159
3988	row3988_col1	row3988_col2	5274
3989	row3989_col1	row3989_col2	1428
3990	row3990_col1	row3990_col2	1456
3991	row3991_col1	row3991_col2	962
3992	row3992_col1	row3992_col2	2962
3993	row3993_col1	row3993_col2	1258
3994	row3994_col1	row3994_col2	6499
3995	row3995_col1	row3995_col2	162
3996	row3996_col1	row3996_col2	3833
3997	row3997_col1	row3997_col2	4608
3998	row3998_col1	row3998_col2	7689
3999	row3999_col1	row3999_col2	3302
4000	row4000_col1	row4000_col2	6757
4001	row4001_col1	row4001_col2	2220
4002	row4002_col1	row4002_col2	3445
4003	row4003_col1	row4003_col2	253
4004	row4004_col1	row4004_col2	4122
4005	row4005_col1	row4005_col2	9828
4006	row4006_col1	row4006_col2	2363
4007	row4007_col1	row4007_col2	3542
4008	row4008_col1	row4008_col2	1401
4009	row4009_col1	row4009_col2	5325
4010	row4010_col1	row4010_col2	6656
4011	row4011_col1	row4011_col2	5416
4012	row4012_col1	row4012_col2	1864
4013	row4013_col1	row4013_col2	6782
4014	row4014_col1	row4014_col2	2521
4015	row4015_col1	row4015_col2	5533
4016	row4016_col1	row4016_col2	2547
4017	row4017_col1	row4017_col2	2525
4018	row4018_col1	row4018_col2	9494
4019	row4019_col1	row4019_col2	6326
4020	row4020_col1	row4020_col2	8593
4021	row4021_col1	row4021_col2	1612
4022	row4022_col1	row4022_col2	5799
4023	row4023_col1	row4023_col2	5878
4024	row4024_col1	row4024_col2	332
4025	row4025_col1	row4025_col2	6125
4026	row4026_col1	row4026_col2	3338
4027	row4027_col1	row4027_col2	5575
4028	row4028_col1	row4028_col2	2304
4029	row4029_col1	row4029_col2	4001
4030	row4030_col1	row4030_col2	2982
4031	row4031_col1	row4031_col2	562
4032	row4032_col1	row4032_col2	8300
4033	row4033_col1	row4033_col2	1297
4034	row4034_col1	row4034_col2	1939
4035	row4035_col1	row4035_col2	6214
4036	row4036_col1	row4036_col2	2389
4037	row4037_col1	row4037_col2	1728
4038	row4038_col1	row4038_col2	568
4039	row4039_col1	row4039_col2	5394
4040	row4040_col1	row4040_col2	154
4041	row4041_col1	row4041_col2	5718
4042	row4042_col1	row4042_col2	5597
4043	row4043_col1	row4043_col2	6728
4044	row4044_col1	row4044_col2	6598
4045	row4045_col1	row4045_col2	4437
4046	row4046_col1	row4046_col2	5142
4047	row4047_col1	row4047_col2	3719
4048	row4048_col1	row4048_col2	5398
4049	row4049_col1	row4049_col2	4746
4050	row4050_col1	row4050_col2	3138
4051	row4051_col1	row4051_col2	457
4052	row4052_col1	row4052_col2	9065
4053	row4053_col1	row4053_col2	5303
4054	row4054_col1	row4054_col2	1312
4055	row4055_col1	row4055_col2	318
4056	row4056_col1	row4056_col2	7421
4057	row4057_col1	row4057_col2	441
4058	row4058_col1	row4058_col2	9235
4059	row4059_col1	row4059_col2	528
4060	row4060_col1	row4060_col2	8241
4061	row4061_col1	row4061_col2	9504
4062	row4062_col1	row4062_col2	9946
4063	row4063_col1	row4063_col2	5257
4064	row4064_col1	row4064_col2	4691
4065	row4065_col1	row4065_col2	7913
4066	row4066_col1	row4066_col2	7478
4067	row4067_col1	row4067_col2	8439
4068	row4068_col1	row4068_col2	6433
4069	row4069_col1	row4069_col2	7856
4070	row4070_col1	row4070_col2	910
4071	row4071_col1	row4071_col2	4637
4072	row4072_col1	row4072_col2	7029
4073	row4073_col1	row4073_col2	7880
4074	row4074_col1	row4074_col2	8812
4075	row4075_col1	row4075_col2	2860
4076	row4076_col1	row4076_col2	2964
4077	row4077_col1	row4077_col2	5068
4078	row4078_col1	row4078_col2	7370
4079	row4079_col1	row4079_col2	3918
4080	row4080_col1	row4080_col2	6973
4081	row4081_col1	row4081_col2	3690
4082	row4082_col1	row4082_col2	6824
4083	row4083_col1	row4083_col2	1267
4084	row4084_col1	row4084_col2	9095
4085	row4085_col1	row4085_col2	7522
4086	row4086_col1	row4086_col2	800
4087	row4087_col1	row4087_col2	2276
4088	row4088_col1	row4088_col2	8858
4089	row4089_col1	row4089_col2	1712
4090	row4090_col1	row4090_col2	3093
4091	row4091_col1	row4091_col2	5363
4092	row4092_col1	row4092_col2	295
4093	row4093_col1	row4093_col2	9614
4094	row4094_col1	row4094_col2	2597
4095	row4095_col1	row4095_col2	2476
4096	row4096_col1	row4096_col2	3663
4097	row4097_col1	row4097_col2	748
4098	row4098_col1	row4098_col2	9898
4099	row4099_col1	row4099_col2	5516
4100	row4100_col1	row4100_col2	1560
4101	row4101_col1	row4101_col2	6700
4102	row4102_col1	row4102_col2	7279
4103	row4103_col1	row4103_col2	3195
4104	row4104_col1	row4104_col2	9670
4105	row4105_col1	row4105_col2	2041
4106	row4106_col1	row4106_col2	6642
4107	row4107_col1	row4107_col2	3991
4108	row4108_col1	row4108_col2	2064
4109	row4109_col1	row4109_col2	2577
4110	row4110_col1	row4110_col2	1487
4111	row4111_col1	row4111_col2	1697
4112	row4112_col1	row4112_col2	8242
4113	row4113_col1	row4113_col2	3429
4114	row4114_col1	row4114_col2	1745
4115	row4115_col1	row4115_col2	5276
4116	row4116_col1	row4116_col2	3920
4117	row4117_col1	row4117_col2	4595
4118	row4118_col1	row4118_col2	5367
4119	row4119_col1	row4119_col2	6618
4120	row4120_col1	row4120_col2	5794
4121	row4121_col1	row4121_col2	9870
4122	row4122_col1	row4122_col2	2638
4123	row4123_col1	row4123_col2	7507
4124	row4124_col1	row4124_col2	4426
4125	row4125_col1	row4125_col2	8857
4126	row4126_col1	row4126_col2	1500
4127	row4127_col1	row4127_col2	2892
4128	row4128_col1	row4128_col2	4766
4129	row4129_col1	row4129_col2	5409
4130	row4130_col1	row4130_col2	1306
4131	row4131_col1	row4131_col2	2148
4132	row4132_col1	row4132_col2	7936
4133	row4133_col1	row4133_col2	4334
4134	row4134_col1	row4134_col2	9421
4135	row4135_col1	row4135_col2	9653
4136	row4136_col1	row4136_col2	2185
4137	row4137_col1	row4137_col2	9073
4138	row4138_col1	row4138_col2	3405
4139	row4139_col1	row4139_col2	8438
4140	row4140_col1	row4140_col2	2203
4141	row4141_col1	row4141_col2	4299
4142	row4142_col1	row4142_col2	8617
4143	row4143_col1	row4143_col2	1378
4144	row4144_col1	row4144_col2	5951
4145	row4145_col1	row4145_col2	8527
4146	row4146_col1	row4146_col2	7637
4147	row4147_col1	row4147_col2	6489
4148	row4148_col1	row4148_col2	4752
4149	row4149_col1	row4149_col2	9281
4150	row4150_col1	row4150_col2	5347
4151	row4151_col1	row4151_col2	5500
4152	row4152_col1	row4152_col2	9118
4153	row4153_col1	row4153_col2	8194
4154	row4154_col1	row4154_col2	9577
4155	row4155_col1	row4155_col2	8439
4156	row4156_col1	row4156_col2	9175
4157	row4157_col1	row4157_col2	5476
4158	row4158_col1	row4158_col2	7062
4159	row4159_col1	row4159_col2	3050
4160	row4160_col1	row4160_col2	1240
4161	row4161_col1	row4161_col2	8718
4162	row4162_col1	row4162_col2	8528
4163	row4163_col1	row4163_col2	1837
4164	row4164_col1	row4164_col2	2325
4165	row4165_col1	row4165_col2	7470
4166	row4166_col1	row4166_col2	4318
4167	row4167_col1	row4167_col2	2778
4168	row4168_col1	row4168_col2	2412
4169	row4169_col1	row4169_col2	8961
4170	row4170_col1	row4170_col2	1959
4171	row4171_col1	row4171_col2	1569
4172	row4172_col1	row4172_col2	775
4173	row4173_col1	row4173_col2	5212
4174	row4174_col1	row4174_col2	3026
4175	row4175_col1	row4175_col2	9005
4176	row4176_col1	row4176_col2	5999
4177	row4177_col1	row4177_col2	7006
4178	row4178_col1	row4178_col2	5956
4179	row4179_col1	row4179_col2	9399
4180	row4180_col1	row4180_col2	1288
4181	row4181_col1	row4181_col2	3209
4182	row4182_col1	row4182_col2	4014
4183	row4183_col1	row4183_col2	5875
4184	row4184_col1	row4184_col2	6979
4185	row4185_col1	row4185_col2	905
4186	row4186_col1	row4186_col2	8738
4187	row4187_col1	row4187_col2	1045
4188	row4188_col1	row4188_col2	9834
4189	row4189_col1	row4189_col2	8563
4190	row4190_col1	row4190_col2	5330
4191	row4191_col1	row4191_col2	8043
4192	row4192_col1	row4192_col2	6775
4193	row4193_col1	row4193_col2	4501
4194	row4194_col1	row4194_col2	4691
4195	row4195_col1	row4195_col2	678
4196	row4196_col1	row4196_col2	1340
4197	row4197_col1	row4197_col2	8897
4198	row4198_col1	row4198_col2	3852
4199	row4199_col1	row4199_col2	5469
4200	row4200_col1	row4200_col2	7384
4201	row4201_col1	row4201_col2	3010
4202	row4202_col1	row4202_col2	7065
4203	row4203_col1	row4203_col2	2049
4204	row4204_col1	row4204_col2	1762
4205	row4205_col1	row4205_col2	1362
4206	row4206_col1	row4206_col2	3621
4207	row4207_col1	row4207_col2	4719
4208	row4208_col1	row4208_col2	9798
4209	row4209_col1	row4209_col2	9345
4210	row4210_col1	row4210_col2	7095
4211	row4211_col1	row4211_col2	541
4212	row4212_col1	row4212_col2	7112
4213	row4213_col1	row4213_col2	2446
4214	row4214_col1	row4214_col2	4888
4215	row4215_col1	row4215_col2	6102
4216	row4216_col1	row4216_col2	6542
4217	row4217_col1	row4217_col2	5594
4218	row4218_col1	row4218_col2	9018
4219	row4219_col1	row4219_col2	1438
4220	row4220_col1	row4220_col2	9449
4221	row4221_col1	row4221_col2	5707
4222	row4222_col1	row4222_col2	3476
4223	row4223_col1	row4223_col2	7208
4224	row4224_col1	row4224_col2	1114
4225	row4225_col1	row4225_col2	3353
4226	row4226_col1	row4226_col2	2756
4227	row4227_col1	row4227_col2	5460
4228	row4228_col1	row4228_col2	3207
4229	row4229_col1	row4229_col2	2300
4230	row4230_col1	row4230_col2	8387
4231	row4231_col1	row4231_col2	8292
4232	row4232_col1	row4232_col2	9818
4233	row4233_col1	row4233_col2	5984
4234	row4234_col1	row4234_col2	8046
4235	row4235_col1	row4235_col2	5719
4236	row4236_col1	row4236_col2	3788
4237	row4237_col1	row4237_col2	8896
4238	row4238_col1	row4238_col2	3792
4239	row4239_col1	row4239_col2	2177
4240	row4240_col1	row4240_col2	2150
4241	row4241_col1	row4241_col2	8132
4242	row4242_col1	row4242_col2	3214
4243	row4243_col1	row4243_col2	9189
4244	row4244_col1	row4244_col2	2153
4245	row4245_col1	row4245_col2	1093
4246	row4246_col1	row4246_col2	3357
4247	row4247_col1	row4247_col2	801
4248	row4248_col1	row4248_col2	6549
4249	row4249_col1	row4249_col2	555
4250	row4250_col1	row4250_col2	2061
4251	row4251_col1	row4251_col2	7844
4252	row4252_col1	row4252_col2	2540
4253	row4253_col1	row4253_col2	162
4254	row4254_col1	row4254_col2	7286
4255	row4255_col1	row4255_col2	5230
4256	row4256_col1	row4256_col2	1616
4257	row4257_col1	row4257_col2	8562
4258	row4258_col1	row4258_col2	7669
4259	row4259_col1	row4259_col2	5148
4260	row4260_col1	row4260_col2	5966
4261	row4261_col1	row4261_col2	7754
4262	row4262_col1	row4262_col2	0
4263	row4263_col1	row4263_col2	7790
4264	row4264_col1	row4264_col2	4955
4265	row4265_col1	row4265_col2	9651
4266	row4266_col1	row4266_col2	9264
4267	row4267_col1	row4267_col2	5789
4268	row4268_col1	row4268_col2	1758
4269	row4269_col1	row4269_col2	4337
4270	row4270_col1	row4270_col2	4956
4271	row4271_col1	row4271_col2	2105
4272	row4272_col1	row4272_col2	523
4273	row4273_col1	row4273_col2	2977
4274	row4274_col1	row4274_col2	1303
4275	row4275_col1	row4275_col2	3163
4276	row4276_col1	row4276_col2	5023
4277	row4277_col1	row4277_col2	4446
4278	row4278_col1	row4278_col2	6673
4279	row4279_col1	row4279_col2	6369
4280	row4280_col1	row4280_col2	1968
4281	row4281_col1	row4281_col2	1954
4282	row4282_col1	row4282_col2	9518
4283	row4283_col1	row4283_col2	1136
4284	row4284_col1	row4284_col2	4335
4285	row4285_col1	row4285_col2	3481
4286	row4286_col1	row4286_col2	948
4287	row4287_col1	row4287_col2	6797
4288	row4288_col1	row4288_col2	1447
4289	row4289_col1	row4289_col2	7402
4290	row4290_col1	row4290_col2	5076
4291	row4291_col1	row4291_col2	2838
4292	row4292_col1	row4292_col2	6518
4293	row4293_col1	row4293_col2	5773
4294	row4294_col1	row4294_col2	8553
4295	row4295_col1	row4295_col2	7107
4296	row4296_col1	row4296_col2	4070
4297	row4297_col1	row4297_col2	2651
4298	row4298_col1	row4298_col2	4211
4299	row4299_col1	row4299_col2	1750
4300	row4300_col1	row4300_col2	6871
4301	row4301_col1	row4301_col2	4624
4302	row4302_col1	row4302_col2	8504
4303	row4303_col1	row4303_col2	5024
4304	row4304_col1	row4304_col2	7879
4305	row4305_col1	row4305_col2	3286
4306	row4306_col1	row4306_col2	3751
4307	row4307_col1	row4307_col2	9507
4308	row4308_col1	row4308_col2	1498
4309	row4309_col1	row4309_col2	9587
4310	row4310_col1	row4310_col2	7756
4311	row4311_col1	row4311_col2	7541
4312	row4312_col1	row4312_col2	2253
4313	row4313_col1	row4313_col2	7580
4314	row4314_col1	row4314_col2	5435
4315	row4315_col1	row4315_col2	4220
4316	row4316_col1	row4316_col2	5210
4317	row4317_col1	row4317_col2	9981
4318	row4318_col1	row4318_col2	6080
4319	row4319_col1	row4319_col2	192
4320	row4320_col1	row4320_col2	2480
4321	row4321_col1	row4321_col2	1092
4322	row4322_col1	row4322_col2	8881
4323	row4323_col1	row4323_col2	5563
4324	row4324_col1	row4324_col2	751
4325	row4325_col1	row4325_col2	3785
4326	row4326_col1	row4326_col2	3021
4327	row4327_col1	row4327_col2	531
4328	row4328_col1	row4328_col2	1625
4329	row4329_col1	row4329_col2	1731
4330	row4330_col1	row4330_col2	831
4331	row4331_col1	row4331_col2	3311
4332	row4332_col1	row4332_col2	3122
4333	row4333_col1	row4333_col2	1806
4334	row4334_col1	row4334_col2	2153
4335	row4335_col1	row4335_col2	9318
4336	row4336_col1	row4336_col2	3402
4337	row4337_col1	row4337_col2	942
4338	row4338_col1	row4338_col2	235
4339	row4339_col1	row4339_col2	3643
4340	row4340_col1	row4340_col2	121
4341	row4341_col1	row4341_col2	5079
4342	row4342_col1	row4342_col2	814
4343	row4343_col1	row4343_col2	9993
4344	row4344_col1	row4344_col2	4335
4345	row4345_col1	row4345_col2	2867
4346	row4346_col1	row4346_col2	2220
4347	row4347_col1	row4347_col2	5500
4348	row4348_col1	row4348_col2	6489
4349	row4349_col1	row4349_col2	4635
4350	row4350_col1	row4350_col2	3382
4351	row4351_col1	row4351_col2	7743
4352	row4352_col1	row4352_col2	5201
4353	row4353_col1	row4353_col2	5605
4354	row4354_col1	row4354_col2	5741
4355	row4355_col1	row4355_col2	531
4356	row4356_col1	row4356_col2	7921
4357	row4357_col1	row4357_col2	9921
4358	row4358_col1	row4358_col2	7745
4359	row4359_col1	row4359_col2	5495
4360	row4360_col1	row4360_col2	1239
4361	row4361_col1	row4361_col2	5951
4362	row4362_col1	row4362_col2	9915
4363	row4363_col1	row4363_col2	6670
4364	row4364_col1	row4364_col2	2589
4365	row4365_col1	row4365_col2	9907
4366	row4366_col1	row4366_col2	4954
